,label,tweet,id,cleaned_text
7645,1,"&#128514; Gucci b having me on my rude shit&#8220;@AmazinNaNa: Lol that's not nice ""@SMCo71: "" that bitch aint worth a quarter """"&#8221;",7645,128514 gucci b having me on my rude shit8220amazinnana lol that is not nice smco71  that bitch aint worth a quarter 8221
7646,2,Noap. Not taking them. RT @TiffNCompany: Maca root pills making my vagina do the wop,7646,noap not taking them rt tiffncompany maca root pills making my vagina do the wop
7647,1,&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho,7647,8220ariana grande is this flappy bird shit a joke or 8221 on the real tho
7648,1,"RT @best_seth14: Now the title bitch doesn't apply to all women, but all women have a lil bitch in em",7648,rt bestseth14 now the title bitch does not apply to all women but all women have a lil bitch in em
7649,1,RT @KaliKushDoll_: Dropping all these hoes.,7649,rt kalikushdoll dropping all these hoes
7650,0,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt,7650,whoever had mr ramlogan for uwi business law tho racist mudda cunt
7651,1,"Pillow talkin to bitches, i see her she bad but NIGGA SHE BASIC!",7651,pillow talkin to bitches i see her she bad but nigga she basic
7652,1,Wish I got hoes like James Bond,7652,wish i got hoes like james bond
7653,1,"RT @ohuhwhoops: Stacy's mom doesn't have shit going on.

Twitter bitches have it all.",7653,"rt ohuhwhoops stacys mom does not have shit going on

twitter bitches have it all"
7654,1,Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;,7654,light skin niccas always wanna try to be ike turner lol rt luckylucci5 vonshayeb only if u can take one back128514128514128514
7655,1,Okay don't reply then I didn't want you to anyways bitch,7655,okay do not reply then i did not want you to anyways bitch
7656,1,RT @charlieecai: Our taxi driver is fucking retarded.. He doesn't know how to get from grapevine to lewisville,7656,rt charlieecai our taxi driver is fucking retarded he does not know how to get from grapevine to lewisville
7657,1,Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.,7657,jealousy will make a bitch do anything thirst will make a nigga do anything
7658,1,"Will&#8217;s tweets scream &#8220;Look at me, I&#8217;m a pansy ass bitch&#8221; like 5 of the 7 days in a week.",7658,will8217s tweets scream 8220look at me i8217m a pansy ass bitch8221 like 5 of the 7 days in a week
7659,1,Happy bday @wizkhalifa I love you my nigguh #livingLegend,7659,happy bday wiz khalifa i love you my nigguh livinglegend
7660,2,"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;",7660,my head too big for snapbacks128553128532 128557128557128557 i like beanies better anyway128076
7661,1,@laceeybugg comeover here then bitch,7661,laceeybugg comeover here then bitch
7662,1,I coulda sworn I was the last bitch on tunchi ig &#128129;&#9996;&#65039;&#128536;,7662,i coulda sworn i was the last bitch on tunchi ig 128129999665039128536
7663,1,@chanelisabeth I drive illegally retard,7663,chanelisabeth i drive illegally retard
7664,2,"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;",7664,rt duke27 mistakes are showing up late for work running red lights or even forgetting 2 take the trash out this here am not 1 
7665,0,@asshole_king pats owner is a kike.,7665,assholeking pats owner is a kike
7666,1,Charlie not fukin around in Austin.. Every week somebody getting kicked off the team.,7666,charlie not fukin around in austin every week somebody getting kicked off the team
7667,2,"&#8220;There is a time &amp; a place 4 decaf coffee. Never &amp; in the trash."" http://t.co/ZVJROXgNDQ&#8221; #MommyMonday humor via @JenerationPR &amp; @theskimm",7667,8220there is a time  a place 4 decaf coffee never  in the trash 8221 mommymonday humor via jenerationpr  theskimm
7668,2,"I luv watching gas monkey, they be havin some classics on there.",7668,i luv watching gas monkey they be havin some classics on there
7669,2,"@Swamper60 ""Happy Happy Helloween, Helloween whoa oh whoa ho"" @helloweenorg http://t.co/Tw0jeExqTy",7669,swamper60 happy happy helloween helloween whoa oh whoa ho helloweenorg 
7670,1,U of A hoes w/ the booties hangin out,7670,u of a hoes with the booties hangin out
7671,1,@Meshia_Tweets oh bitch you toooo far!,7671,meshiatweets oh bitch you toooo far
7672,1,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",7672,ozziegarza whitethunduh i am about to cool faggot chill tf is cool nigga
7673,1,Lmao! RT @Chollie_Grapes Is fish pussy wett?,7673,lmao rt cholliegrapes is fish pussy wett
7674,1,"RT @kxyIx: Females love stealing someone's boyfriend , that's not cute y'all hoes need some morals &amp; life goals",7674,rt kxyix females love stealing someones boyfriend  that is not cute you all hoes need some morals  life goals
7675,1,@lancejw113 so many hoes &#128514;&#128514;,7675,lancejw113 so many hoes 128514128514
7676,2,RT @ooxlexx: I can't stand to be around ghetto girls.&#128134;,7676,rt ooxlexx i cannot stand to be around ghetto girls128134
7677,1,"RT @NothingLikeIt15: These hoes getting dressed up as hoes for Halloween, just to do what they always do every other night.",7677,rt nothinglikeit15 these hoes getting dressed up as hoes for halloween just to do what they always do every other night
7678,1,RT @DannyDeVito: Wisconsin IASIP nice work bitches!,7678,rt dannydevito wisconsin iasip nice work bitches
7679,1,RT @Justcallme_duh: karmas a bitch my nigga,7679,rt justcallmeduh karmas a bitch my nigga
7680,1,And I was like yeah bitch,7680,and i was like yeah bitch
7681,1,I don't love these bitches OR these hoes; fuck they thought? I love my MONEY!,7681,i do not love these bitches or these hoes fuck they thought i love my money
7682,1,RT @CappDaPrez: I tell a bitch dont RT my shit unless u suckin/fuckin,7682,rt cappdaprez i tell a bitch dont rt my shit unless u suckinfuckin
7683,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/dyYvrEJAm3,7683,9733 best asian massage on the park slope top rated spa 9733 7186220221  24 
7684,1,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant",7684,camcoles you do not know what i know name somebody colder you monkey faced immigrant
7685,2,RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ,7685,rt chlldhoodruiner taking out the trash at night 
7686,1,\\ fake bitches \\,7686, fake bitches 
7687,0,RT @Buckm00se: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,7687,rt buckm00se chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner
7688,1,RT @easy_edd: lifes a bitch,7688,rt easyedd lifes a bitch
7689,1,RT @OfficialKingDre: WTF did this bitch do? &#128514;&#128514; https://t.co/5BFuSp9bfn,7689,rt officialkingdre wtf did this bitch do 128514128514 
7690,1,Side hoes need rounds too... RT @Peachpapayya: They always play stupid hoe song back to back,7690,side hoes need rounds too rt peachpapayya they always play stupid hoe song back to back
7691,1,An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!,7691,an awesome friday not a day for preweekend newsdumps anymore another weekend to celebrate progress my fellow queer folk
7692,1,Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO,7692,y se acab243 mexico wins 30 that is my team bitches 1008465039128154 vivamexico
7693,1,RT @Chello_Sosa: These niggas in gangs jus be tryna fit in or jus be tryna get somebody to ride fa em or wit most of u niggas bitches,7693,rt chellososa these niggas in gangs jus be tryna fit in or jus be tryna get somebody to ride fa em or wit most of u niggas bitches
7694,1,"bobby bitch, make that body flip, you know i don't know karate bitch",7694,bobby bitch make that body flip you know i do not know karate bitch
7695,1,"RT @freckle_juice: if a ""man"" tells you he doesn't eat pussy &amp;expects to have sex, just laugh. laugh as u put your clothes on, laugh as u g&#8230;",7695,rt frecklejuice if a man tells you he does not eat pussy expects to have sex just laugh laugh as u put your clothes on laugh as u g8230
7696,1,punch a bitch on her lip hahaha,7696,punch a bitch on her lip hahaha
7697,1,@stinachase hoe ass nigga lmao,7697,stinachase hoe ass nigga laughing my ass off
7698,1,' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .,7698, i wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful yall really is 
7699,1,"RT @itsDorry: Attractive girls are always the most insecure... &#128589;

While these Shrek looking bitches, walk around thinking their the shit &#128129;",7699,"rt itsdorry attractive girls are always the most insecure 128589

while these shrek looking bitches walk around thinking their the shit 128129"
7700,2,Real basketball players get disappointed when they throw something in the trash can and miss,7700,real basketball players get disappointed when they throw something in the trash can and miss
7701,1,@DamoneTheDon bitch I got some bloods dat hang in la,7701,damonethedon bitch i got some bloods dat hang in la
7702,1,"@Midnight_Snacka wow your fucking lame we all laughing at ya. Hey fat ass u want Twinkie, and what u said made no sense go eat or something",7702,midnightsnacka wow your fucking lame we all laughing at ya hey fat ass u want twinkie and what u said made no sense go eat or something
7703,1,These people at jury selection are retarded,7703,these people at jury selection are retarded
7704,1,"This bitch said "" which one are you "" Lmaooo I hate her !",7704,this bitch said  which one are you  lmaooo i hate her 
7705,1,Gabby is hella ghetto,7705,gabby is hella ghetto
7706,1,"RT @Heartlle: i don't like girls that've been around &#128564;, niggas really be cuffin' community pussy.",7706,rt heartlle i do not like girls thatve been around 128564 niggas really be cuffin community pussy
7707,1,"My niccas on sum spooky shit, hide n a cut pop out n drop a bitch",7707,my niccas on sum spooky shit hide n a cut pop out n drop a bitch
7708,1,I been getting bitches my whole life I been getting money my whole life &#128526;&#128526;&#128526;,7708,i been getting bitches my whole life i been getting money my whole life 128526128526128526
7709,1,"@NOTJOHNROSS try being respectful, instead of acting like a fucking retard.",7709,notjohnross try being respectful instead of acting like a fucking retard
7710,1,You're an ugly fat cunt whore. You need to odee,7710,you are an ugly fat cunt whore you need to odee
7711,0,"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",7711,softestmuffin tee13 torahblaze best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil
7712,1,"I hate when bitches say ""bro"" and ""bruh""",7712,i hate when bitches say bro and bruh
7713,1,@laceeybugg bitch im 5'7 1/2 smd hoe,7713,laceeybugg bitch im 57 12 smd hoe
7714,1,RT @SoloDahSystem: As in rubbing her booty on another mans penis. Sure RT @PacDaGoat: Fellas you cool with your girl dancing with other nig&#8230;,7714,rt solodahsystem as in rubbing her booty on another mans penis sure rt pacdagoat fellas you cool with your girl dancing with other nig8230
7715,2,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF,7715,85 species of birds reported in chesterfield for the great backyard bird count how many in your area 
7716,1,RT @ASillyPsycho: Don't be a bitch to me. I'll be a bigger one and I'll win.,7716,rt asillypsycho do not be a bitch to me i will be a bigger one and i will win
7717,1,I can't stand a snobby stuck up bitch,7717,i cannot stand a snobby stuck up bitch
7718,1,RT @_juicewayne: I swear it's the huge bitches that think they the baddest,7718,rt juicewayne i swear it is the huge bitches that think they the baddest
7719,1,@itzbreak that spear chucker? Hell no.,7719,itzbreak that spear chucker hell no
7720,0,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.",7720,"coughlan616 youre racist against white people whigger antiracist is a codeword for antiwhite
antizionist is a codeword for antisemite"
7721,1,like a bitch pic is flirting nowadays,7721,like a bitch pic is flirting nowadays
7722,1,RT @kimble_zyelon: when i see a pretty girl i be like YASSSS slay on these hoes &#128571;&#128525;&#128553;&#128514; http://t.co/bOVprgb4W9,7722,rt kimblezyelon when i see a pretty girl i be like yassss slay on these hoes 128571128525128553128514 
7723,1,@YungOBG hoe meter went off!,7723,yungobg hoe meter went off
7724,1,@Mattyfatass pussy shit,7724,mattyfatass pussy shit
7725,1,RT @tommy_kayyy: Aye little bitch y'all niggas hirin? &#128514;&#128514;&#128514; https://t.co/F0nTMVCDio,7725,rt tommykayyy aye little bitch you all niggas hirin 128514128514128514 
7726,1,RT @__thaRealist: @VoiceOfDStreetz &#128514;&#128514; 2 many lil bitty bitches,7726,rt tharealist voiceofdstreetz 128514128514 2 many lil bitty bitches
7727,0,do you think all the rice fags are at McDonald's?,7727,do you think all the rice fags are at mcdonalds
7728,0,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,7728,chicks love these ugly hipster faggots prolly cause they look like the dad that was never in their life
7729,1,RT @DJ_Leezy: @TheKaosYatti @JMuggaaa bitch ya mom take it in the ass for the light bill bitch &#128514;,7729,rt djleezy thekaosyatti jmuggaaa bitch ya mom take it in the ass for the light bill bitch 128514
7730,1,"RT @Brennanculp: But if you a hoe, do you. I ain't judging you. Get it in, but don't hurt someone in the process, be straight up ab it",7730,rt brennanculp but if you a hoe do you i am not judging you get it in but do not hurt someone in the process be straight up ab it
7731,2,"@Charlie4927 Hi Charlie, have a great day",7731,charlie4927 hi charlie have a great day
7732,1,"RT @WeAreGirICodes: i love this emoji &#128129; 
she's just like DUH bitch &#128129; 
lol i don't give a fuck &#128129; 
you're ugly &#128129; 
whatcha gonna do about it &#128129;&#8230;",7732,"rt wearegiricodes i love this emoji 128129 
she is just like duh bitch 128129 
lol i do not give a fuck 128129 
you are ugly 128129 
whatcha gonna do about it 1281298230"
7733,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",7733,faggots are merely a scientific indicator that something is wrong do not celebrate as unique indiviuals for they are cancer
7734,2,@TNKidsFoodPorn @Oreo ..............&#128530;,7734,tnkidsfoodporn oreo 128530
7735,1,"RT @BlazeTheGreat_: The most likely signs to be crazy bitches:

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq&#8230;",7735,"rt blazethegreat the most likely signs to be crazy bitches

aries
taurus
gemini
cancer
leo
virgo
libra
scorpio
sagittarius
capricorn
aq8230"
7736,1,What I hate about edm festivals is the people who bitch about the line up. #STFU,7736,what i hate about edm festivals is the people who bitch about the line up stfu
7737,2,@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC,7737,astroscounty jeff luhnow is to blame for the astros not blowing out the red sox and yankees hc
7738,1,"I asked my two best friends to describe me in three words, I get back ""boss ass bitch"" and ""short, feisty, and Mexican."" I love my friends.",7738,i asked my two best friends to describe me in three words i get back boss ass bitch and short feisty and mexican i love my friends
7739,1,"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf.",7739,you are a boy you dont say clutch fag ass that is that bitch shit lingo tf
7740,1,RT @Fewjr: @1MarKus_A @MakEitSndGoOd she curved regular niggas daily. Especially us Austin niggas. Damn yellow ppl &#128127;,7740,rt fewjr 1markusa makeitsndgood she curved regular niggas daily especially us austin niggas damn yellow ppl 128127
7741,1,mmm you still a hoe,7741,mmm you still a hoe
7742,1,My cousin just said these hoes ain't shit. Idk why they want me. I ain't shit either. Got me dying over here lol,7742,my cousin just said these hoes am not shit idk why they want me i am not shit either got me dying over here lol
7743,1,"""Yo mama, bitch."" RT @TheAceTJShow: What was the ONE sentence that ended your relationship?",7743,yo mama bitch rt theacetjshow what was the one sentence that ended your relationship
7744,0,RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig,7744,rt erikcochrane tonydecola 128514128514 my nig
7745,1,@TryHardSilva thisty hoe,7745,tryhardsilva thisty hoe
7746,1,"So if I had dreads, tattoos AND a beard Id get all the bitches??",7746,so if i had dreads tattoos and a beard id get all the bitches
7747,1,"Nigga said dates is pussy installment plans, so is that why you gotta keep saying her when you get it cuz it's never truly yours?",7747,nigga said dates is pussy installment plans so is that why you gotta keep saying her when you get it cuz it is never truly yours
7748,1,RT @MoneyBABY_Rich: So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;,7748,rt moneybabyrich so tired of yall hoes giving a shout out to yall moma talking bout she am not raise no hoe 128545974965039128056
7749,2,"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)",7749,molly and ellie need the teas so cafeshaw bound i go everyone else is off to amsterdam i could not get time off so hey ho 8
7750,1,Bruh. pt. 2 jaxon1114 killed this hoe too last night while we was sleep. http://t.co/F1Choia21G,7750,bruh pt 2 jaxon1114 killed this hoe too last night while we was sleep 
7751,1,RT @djMemphis10: Never hurt your Girlfriend to make a hoe happy &#128175; #djmemphis10,7751,rt djmemphis10 never hurt your girlfriend to make a hoe happy 128175 djmemphis10
7752,1,If you're having girl problems I feel bad for you son. I got 99 problems but a bitch ain't one&#127911;&#127926;,7752,if you are having girl problems i feel bad for you son i got 99 problems but a bitch am not one127911127926
7753,0,&#128514;&#128514; fucc nicca yu pose to be pullin up,7753,128514128514 fucc nicca yu pose to be pullin up
7754,1,Bruh bitches be wearing heels and club outfits to school and shit &#128553;&#128514;&#128128;,7754,bruh bitches be wearing heels and club outfits to school and shit 128553128514128128
7755,1,U know that pussy good when it sound like u mixing spaghetti when u hit it lol,7755,u know that pussy good when it sound like u mixing spaghetti when u hit it lol
7756,1,"RT @kushed_420: ""It's a joke bitch, fix ya face"" &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/8lRHRZcaUK",7756,rt kushed420 it is a joke bitch fix ya face 128514128514128514128557128557 
7757,1,RT @Jadelovescats: Cuddle with me and tell me I'm beautiful I'm a needy bitch,7757,rt jadelovescats cuddle with me and tell me i am beautiful i am a needy bitch
7758,1,Eating pussy on top of my shoulders,7758,eating pussy on top of my shoulders
7759,2,@LanceTHESPOKEN Statement of the Day: Ppl who RT @ChiefsatWar are even dumber than he is. The ole birds of a feather type of deal.,7759,lancethespoken statement of the day ppl who rt chiefsatwar are even dumber than he is the ole birds of a feather type of deal
7760,1,really out here tho bitch. http://t.co/0s8phidLGe,7760,really out here tho bitch 
7761,1,Get tf off joseline pussy!!!! Like damn,7761,get tf off joseline pussy like damn
7762,1,"&#8220;@MorganSmith_20: @Luke_Turner_88 so many hoes, that's why&#8221;preach",7762,8220morgansmith20 luketurner88 so many hoes that is why8221preach
7763,1,@ThatBoyACE71 @BrunswickBeCooo Okay and Melo bitch ?,7763,thatboyace71 brunswickbecooo okay and melo bitch 
7764,1,Some bitches need to get a life &#128175;&#128079;&#128524;,7764,some bitches need to get a life 128175128079128524
7765,1,"The easiest way to have sex with a chick is to smell good, make her laugh, take her to get food and then fuck her right in the pussy",7765,the easiest way to have sex with a chick is to smell good make her laugh take her to get food and then fuck her right in the pussy
7766,1,RT @LilReese300: Ion feel dese nihhas or bitches...#300,7766,rt lilreese300 ion feel dese nihhas or bitches300
7767,1,no hoe shit or roxy shit but dawggg I swear I ain't knw Kia no how to fight...,7767,no hoe shit or roxy shit but dawggg i swear i am not knw kia no how to fight
7768,1,@SteveWorks4You Friggin Red State pussy Republican. The parent too!&#8594;&#8594;&#8594;&#8594;&#8594;&#9733;,7768,steveworks4you friggin red state pussy republican the parent too859485948594859485949733
7769,2,"RT @Sunelite1: Can't wait for the @Cubs to sweep the Cardinals tonight on @espn ! No matter how bad the cubs are, we're gonna beat the bird&#8230;",7769,rt sunelite1 cannot wait for the cubs to sweep the cardinals tonight on espn  no matter how bad the cubs are we are gonna beat the bird8230
7770,1,This bitch almost lost her life,7770,this bitch almost lost her life
7771,1,What up twats? I mean twits... &#128522;,7771,what up twats i mean twits 128522
7772,2,@goldiethegamma @CLoprestiWFAN I'm referring to the second down put Vick in slot play #trash,7772,goldiethegamma cloprestiwfan i am referring to the second down put vick in slot play trash
7773,1,Nuke town that pussy,7773,nuke town that pussy
7774,2,@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol,7774,charloosss keepitplur nicoleariel i will chug my tall can  but homegirl will not approve lol
7775,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",7775,gotta love rednecks loud stupid stubborn and full o schitt
7776,1,RT @WayneL_Jr: The nipples determine whether the titties are trash or not,7776,rt wayneljr the nipples determine whether the titties are trash or not
7777,1,http://t.co/bPU86qzYFt Avery &#8211; Adorable and petite red haired teen plays with her shaved&#160;pussy http://t.co/Pbu9NlxaNP,7777, avery 8211 adorable and petite red haired teen plays with her shaved160pussy 
7778,1,@EVBY_HATES_ASH that bitch wants everybody out though.. thats the same shit she did to me at one point,7778,evbyhatesash that bitch wants everybody out though thats the same shit she did to me at one point
7779,1,@SteveWorks4You Golly Wompers and Dad Gum Son You lyin cheatin scoundrels fucking did it! Man up and own it ya chicken shit pussy Republican,7779,steveworks4you golly wompers and dad gum son you lyin cheatin scoundrels fucking did it man up and own it ya chicken shit pussy republican
7780,1,RT @whoThatBe_LAE: raising asia.... that lil bitch could dance bruh &#128514;,7780,rt whothatbelae raising asia that lil bitch could dance bruh 128514
7781,1,&#8220;@__marshe: Niggas is hoes man I swear&#8221;,7781,8220marshe niggas is hoes man i swear8221
7782,1,"Offensively, Joe Johnson just as good as LeBron. If not better. Don't @ me pussies",7782,offensively joe johnson just as good as lebron if not better do not  me pussies
7783,1,""" bitch who do you love """,7783, bitch who do you love 
7784,1,You say I'm a bitch? I say I'm a woman with a strong personality that doesn't play well with others!&#128074;,7784,you say i am a bitch i say i am a woman with a strong personality that does not play well with others128074
7785,1,"Ugly bitches listen, yall can not be havin a stank attitude. yall dont have nothing working for you but your personally so dont fuck it up.",7785,ugly bitches listen yall can not be havin a stank attitude yall dont have nothing working for you but your personally so dont fuck it up
7786,1,niggas &amp; bitches dating ugly niggas &amp; hoes kuz they can trust em then they cheat w/ the elite hoes &amp; niggas ...&#128514;&#128514;&#128514;,7786,niggas  bitches dating ugly niggas  hoes kuz they can trust em then they cheat with the elite hoes  niggas 128514128514128514
7787,1,RT @Wonkasm: R.I.P. to the hoes dying for attention,7787,rt wonkasm rip to the hoes dying for attention
7788,1,Dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin &#128514;&#128514;,7788,dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin 128514128514
7789,1,@Alan_Casillas lol bitches from riverside to LA ahah,7789,alancasillas lol bitches from riverside to la ahah
7790,2,This store is SO redneck...,7790,this store is so redneck
7791,2,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm,7791,the republican teabaggers hate this but screw em 
7792,1,"RT @ColIegeprobs: Liquor before beer you're in the clear, beer before liquor you'll be fine don't be a bitch",7792,rt coliegeprobs liquor before beer you are in the clear beer before liquor you will be fine do not be a bitch
7793,2,&#8220;@WillyC14_: &#8220;@urbie_6: #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; @Tgold32&#8221; @connorbradley,7793,8220willyc14 8220urbie6 singlebecause ill find a cute hoosier to date next year 1285278221 tgold328221 connorbradley
7794,1,This nigga to my left ugly then a bitch,7794,this nigga to my left ugly then a bitch
7795,1,@Beautifulcallen nigger lol thts offensive .....lol and my xmas was iite had a couple of drinks so i was fine ninja xmas ...lol,7795,beautifulcallen nigger lol thts offensive lol and my xmas was iite had a couple of drinks so i was fine ninja xmas lol
7796,1,RT @DrunkOrton: No shave November... AKA the month I crush the most pussy. Let the free muzzy rides begin baby.,7796,rt drunkorton no shave november aka the month i crush the most pussy let the free muzzy rides begin baby
7797,1,"RT @OGSITTI: side hoe: hey, this is my boyfriend

me: http://t.co/On9Hex5L4t",7797,"rt ogsitti side hoe hey this is my boyfriend

me "
7798,2,"@LandRoverUSA Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!",7798,landroverusa our disco we used for disaster recovery was an awesome brownie points to how well built they are most extreme conditions
7799,1,RT @Em_99car: Oops! I didn't mean to tweet this (yes I did). #random DVR-ING is a bitch. http://t.co/wJ0nyCEl8H,7799,rt em99car oops i did not mean to tweet this yes i did random dvring is a bitch 
7800,1,RT @Montrell_: Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;,7800,rt montrell bitches be swearing they pussy soooo good 128553128530 nonsense 128545
7801,1,RT @SenorSteez: I cannot fuck with a broke bitch! &#128175;,7801,rt senorsteez i cannot fuck with a broke bitch 128175
7802,1,RT @TOnycranshaw22: @AlmightyVinny_ @RichHomieMeezy @54OO_Mauri bitch stop lien,7802,rt tonycranshaw22 almightyvinny richhomiemeezy 54oomauri bitch stop lien
7803,1,@TrippinC @nuteIla &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128514;&#128514; that hoe is like 5'8.,7803,trippinc nuteila 128514128514128514128557128557128557128514128514 that hoe is like 58
7804,1,@CassiusClay_232 Lebron brought the bitch down to his knees chill,7804,cassiusclay232 lebron brought the bitch down to his knees chill
7805,1,RT @Ilovebamf: @KibaBJJ @Savage_530 you bitch Benito I thought I was the only one,7805,rt ilovebamf kibabjj savage530 you bitch benito i thought i was the only one
7806,1,@robfee What a #narcissistic cunt he is.,7806,robfee what a narcissistic cunt he is
7807,1,"RT @chillin662: Boosie said he got a bitch from the Sip. #THOTs are gonna have ""Boosie's bitch in da Sip"" in their bio now #BETHipHopAwards&#8230;",7807,rt chillin662 boosie said he got a bitch from the sip thots are gonna have boosies bitch in da sip in their bio now bethiphopawards8230
7808,1,"@MorganSmith_20 unfortunately you are correct sir , still eat shit and die though ....bitch :)",7808,morgansmith20 unfortunately you are correct sir  still eat shit and die though bitch 
7809,1,Sometimes I feel like being really nice to everyone then I'm just like wait you're all bitches anyway soooo,7809,sometimes i feel like being really nice to everyone then i am just like wait you are all bitches anyway soooo
7810,1,@rikki_lovee @StephyRae7 @TheOneMiss_Luu @GabrielaAngela4 Lets hangout Monday nigs?,7810,rikkilovee stephyrae7 theonemissluu gabrielaangela4 lets hangout monday nigs
7811,1,@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit,7811,damianhuffaker haha just kiddin but ya we should and get that fag taylerhatesyou to come and well go fishin or some shit
7812,2,@SoWavyTee hey Hun!,7812,sowavytee hey hun
7813,1,RT @IamMrEchols: If you was a hoe yesterday you'll be a hoe tomorrow,7813,rt iammrechols if you was a hoe yesterday you will be a hoe tomorrow
7814,1,RT @ZitlalyL: You don't know maybe some bitches like a man in a tutu &#128514;&#128514;&#128054;,7814,rt zitlalyl you do not know maybe some bitches like a man in a tutu 128514128514128054
7815,1,&#8220;@HaitianCocaine_: FML &#128545; My period on !&#8221; Can't pop that pussy now huh?,7815,8220haitiancocaine fml 128545 my period on 8221 cannot pop that pussy now huh
7816,1,You're a bitch dawg. A straight bitch.,7816,you are a bitch dawg a straight bitch
7817,1,RT @stayfoqused: Don't eat pussy until she show you the Vagfax,7817,rt stayfoqused do not eat pussy until she show you the vagfax
7818,0,First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,7818,first thing i do when i hit the lotto is buying moniqueeedavis two fat bitches and watching her eat both in one sitting
7819,2,"RT @DarthPutinKGB: Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism"". &#8230;",7819,rt darthputinkgb today in 1996 charlie wilson left office should be ranked alongside lech wa322281sa for his role in defeating communism 8230
7820,1,RT @Durags4Eva: Bulls still not winning the title with this bland ass offense. Pau still a pussy. No darkskin niggas in the starting line u&#8230;,7820,rt durags4eva bulls still not winning the title with this bland ass offense pau still a pussy no darkskin niggas in the starting line u8230
7821,1,RT @Princeeric11: #ReasonsIUnfollowedYou You unfollowed me first bitch,7821,rt princeeric11 reasonsiunfollowedyou you unfollowed me first bitch
7822,1,what to do when your ear hurts like a bitch?,7822,what to do when your ear hurts like a bitch
7823,1,RT @ClintSwiftness: @00sexilexi00 you is a bitch ass nigguh,7823,rt clintswiftness 00sexilexi00 you is a bitch ass nigguh
7824,0,@denytheprophecy thanks for ignoring my texts fag,7824,denytheprophecy thanks for ignoring my texts fag
